,Frequencies,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13
57,124.0,0.024713752286728147,0.03893001815151389,0.08247039935727772,0.29101558194903815,0.2646602365641246,0.25684048722991293,0.18940140200264446,0.24351219969982804,0.24351219969982804,0.24351219969982804,0.24351219969982804,0.24351219969982804,0.24351219969982804
58,126.0,0.14066310242053173,0.11744794294516227,0.10977358215481717,0.1679727617304559,0.10732979331652964,0.1459530293511504,0.10035007179627697,0.16230291404069866,0.16230291404069866,0.16230291404069866,0.16230291404069866,0.16230291404069866,0.16230291404069866
59,128.0,0.2288207535075137,0.15892012752066104,0.184811019716205,0.3283337470943726,0.271752373510154,0.37883060588867196,0.2347832326635715,0.3033776840344589,0.3033776840344589,0.3033776840344589,0.3033776840344589,0.3033776840344589,0.3033776840344589
60,130.0,0.1888486843978077,0.14964305700335945,0.2588558264105115,0.16930162156005094,0.21110859662128503,0.20918771751506837,0.17496795404269855,0.26919166889010426,0.26919166889010426,0.26919166889010426,0.26919166889010426,0.26919166889010426,0.26919166889010426
61,132.0,0.05477036222150457,0.11234472244181841,0.025199482226129676,0.15700552223396874,0.17833577903490105,0.1641433377297245,0.1454256476345389,0.19855358785777447,0.19855358785777447,0.19855358785777447,0.19855358785777447,0.19855358785777447,0.19855358785777447
62,134.0,0.11266744881703239,0.019827656451356333,0.11775494080061585,0.08322104052549248,0.13092205416000532,0.15599567617253154,0.07456997038584132,0.12417625075324393,0.12417625075324393,0.12417625075324393,0.12417625075324393,0.12417625075324393,0.12417625075324393
63,136.0,0.17703713578109367,0.1647080857720952,0.09864535253342467,0.19785477521203712,0.23521867988162778,0.2876935850906738,0.19565299325983687,0.28701863708488373,0.28701863708488373,0.28701863708488373,0.28701863708488373,0.28701863708488373,0.28701863708488373
64,138.0,0.13200752252710501,0.18476895368260024,0.22939648101089474,0.18463148367700272,0.16613868252789277,0.19586039850893922,0.13904989923129568,0.19324839316531817,0.19324839316531817,0.19324839316531817,0.19324839316531817,0.19324839316531817,0.19324839316531817
65,140.0,0.05372379009921811,0.038721518541730844,0.0972887569669079,0.09724489092866732,0.09818689716523975,0.131908371276935,0.0922648165293088,0.14771244961353497,0.14771244961353497,0.14771244961353497,0.14771244961353497,0.14771244961353497,0.14771244961353497
66,142.0,0.12654308975568895,0.11801430803109716,0.12668948789169304,0.12550408855001896,0.11101550440460965,0.1427532343000396,0.08764138471907877,0.11803780538780449,0.11803780538780449,0.11803780538780449,0.11803780538780449,0.11803780538780449,0.11803780538780449
67,144.0,0.1779275796269585,0.19095064712096638,0.23524470771367906,0.2213417896288371,0.22434403243045628,0.26374919495361604,0.1532429548547261,0.2034876871009433,0.2034876871009433,0.2034876871009433,0.2034876871009433,0.2034876871009433,0.2034876871009433
68,146.0,0.15614929459267565,0.13092072150041784,0.18113339230321096,0.34265341651309567,0.3149618478235676,0.32466042152748653,0.2689412898596014,0.3903615170819507,0.3903615170819507,0.3903615170819507,0.3903615170819507,0.3903615170819507,0.3903615170819507
69,148.0,0.08590504390806053,0.058338156109809705,0.05111079218389572,0.19060607780823338,0.15694348262582236,0.23941356307986056,0.1453350091067835,0.19353663014339592,0.19353663014339592,0.19353663014339592,0.19353663014339592,0.19353663014339592,0.19353663014339592
70,150.0,0.029909070741210304,0.05894576299272995,0.06195279586445112,0.27235806848296346,0.25056504359688575,0.3598151684172492,0.2056241458945462,0.28644247361322556,0.28644247361322556,0.28644247361322556,0.28644247361322556,0.28644247361322556,0.28644247361322556
71,152.0,0.05649687010880343,0.02042888996683037,0.0787661880881295,0.19301444800154405,0.20006562266958683,0.20203201440393298,0.19769230740145727,0.3064398708049988,0.3064398708049988,0.3064398708049988,0.3064398708049988,0.3064398708049988,0.3064398708049988
72,154.0,0.07792026953446132,0.022625478170023965,0.011595995111706166,0.18983497639389818,0.2066821888132793,0.18693107845178555,0.13655668238202834,0.15260240069876663,0.15260240069876663,0.15260240069876663,0.15260240069876663,0.15260240069876663,0.15260240069876663
73,156.0,0.08282475986780588,0.08861884194873819,0.11797526163702449,0.14857084549777547,0.16204903991753358,0.2089971756419337,0.11908241945128338,0.22557586366272306,0.22557586366272306,0.22557586366272306,0.22557586366272306,0.22557586366272306,0.22557586366272306
74,158.0,0.0696276637707597,0.12103641145082834,0.18248689445851818,0.03338588530354785,0.03530456889191052,0.060296405113585645,0.07066555813640496,0.11442588698537971,0.11442588698537971,0.11442588698537971,0.11442588698537971,0.11442588698537971,0.11442588698537971
75,160.0,0.059728791469410424,0.12525950794720098,0.1700138306487778,0.13520345568716538,0.12348529608177215,0.13597540409080167,0.12526115516807335,0.10274794241792747,0.10274794241792747,0.10274794241792747,0.10274794241792747,0.10274794241792747,0.10274794241792747
76,162.0,0.07550779016166752,0.1367906238398857,0.14327226877850843,0.20570493517369137,0.2079819168589377,0.2582746697205543,0.15899207971813956,0.30259849647977716,0.30259849647977716,0.30259849647977716,0.30259849647977716,0.30259849647977716,0.30259849647977716
