,Sample 0,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12
0,10.33465559923613,8.796679868639375,9.384295156622988,9.346720631159378,9.341135841044789,9.824245392687509,10.475740826776951,10.325768736754497,8.861329706821387,10.61071995419525,9.503888233236058,9.376936353460513,8.857598965936633
1,10.152722042530721,11.702860031319124,10.930657960629821,9.560049523745038,9.55454767888067,9.409621873160887,10.698262069997169,11.107896423219323,8.957280185532358,11.09357613161472,7.99629286635326,9.142793474535548,8.767635934045488
2,9.338248919121659,10.195950588459393,8.61118238642719,10.25674251399651,10.425433704236859,10.693270862341654,9.990320397861208,8.97230548936378,9.595929512370926,11.358249710954679,9.447431624068352,9.837895546952716,9.597562257137906
3,9.624544124483464,8.71052948745205,9.658780109363038,9.18723434283088,9.124484298862725,10.388265409731446,10.328230732785686,10.34402419475665,9.756776011578685,11.205203630378428,8.967639158726616,10.984009808197492,8.41026151336925
4,10.345658473963596,11.33710827620776,9.159688222261828,10.944942038265133,10.788280251153669,8.899470405987598,9.977100180353276,9.189335144212887,9.947605012205758,11.18769834001563,9.835688483293827,10.560053767019589,8.970805340685994
5,10.280170275875605,8.8686808569809,9.143904838687105,9.230831164680039,10.333355841290985,10.096017811951501,9.2760625213285,8.906307556320249,10.636232614572783,10.57184529328741,8.833576370801293,9.221513438374204,9.31441182355269
6,9.510816105040302,10.424593325944581,9.553723050054149,11.454772222522712,9.59046137897305,11.025537281722578,9.153166638187393,10.0419482994007,10.773535110278333,10.348484194235116,10.086707875791797,10.502389093779723,9.35201748229916
7,9.365064220005806,10.959836726224697,8.305374573016998,8.479724135383982,11.177738350159249,9.577332677768425,9.028523859329278,11.355876285322339,11.033038395399023,9.872220391945541,8.670190132522187,10.999827082195532,11.742412214695614
8,10.313893992344404,9.165362941352834,10.180989987058497,10.749415879531673,9.041055867655656,9.616658147431313,9.181053532275056,9.202834849713984,9.944949668860476,11.805165328302046,10.356253951691553,8.842073340108232,10.97621675176352
9,10.305019715540643,11.14530023762313,8.447301508640889,9.721261782946828,9.527137617363316,9.861937863746594,8.834677414525597,8.913090702951635,9.207772909299301,11.244821797239014,10.828047546020908,9.629042038996964,11.283884747672731
10,9.740727243766539,9.441173314059908,8.760797549769146,10.563957052091949,11.17376414070487,11.262545389848686,9.301795682530399,10.340331540076477,9.481088960407815,11.300604334943923,9.43882018553429,11.066766842542432,10.401496803301688
11,9.441158410615888,9.710291719228257,9.720382442894135,10.764944160343289,9.330073881263152,10.167515244690088,9.316440859760567,10.988416579035755,10.488392094568052,11.001121728435686,8.780291087602361,8.350801919267688,9.103472468091944
12,10.161133140449119,10.06033585725465,9.270527119949696,9.527544010344329,10.349916173431577,8.763501900668437,9.488195236693228,11.353084177751049,10.9036711034436,11.295557008507455,9.876043699512827,10.76928534636496,10.059573873850137
13,10.487023815018128,11.090333719548074,9.172714245691068,11.315517526464628,10.976678586540105,8.82874182275946,9.468396634356932,9.516179077105841,10.75480147125613,11.162465570153689,10.368758639867254,9.73189069319434,10.118454060104895
14,9.606497657240517,10.88025774949483,10.961921157571275,9.333080124349706,8.99573697009293,10.286032843930405,9.525105712703805,8.999541493852186,9.542919797423732,11.304079999953972,10.334432534924174,9.193986122983508,9.326695692079479
15,9.491338956101256,11.411097250665042,9.02143412518372,10.338999841068285,9.036277355886988,10.812111586707728,9.31894496760239,8.926006291426544,8.935274023675102,11.29365775108596,9.073339907088197,10.694389069959636,11.380054504039487
16,10.253706958652062,11.474626493981486,10.588234208810258,9.039472614141593,9.997141443847267,11.502579112696393,9.713518090303689,9.833624514331015,9.706459317000995,9.78076939945873,9.258502472450882,9.074619832545741,10.42001065886721
17,10.416434174840253,10.658563521128029,9.72999990585779,9.431144600401943,10.576894528380732,9.770929692704138,10.241430887165928,9.842332505453992,10.24379284531646,9.307202610877289,10.478575938132327,9.353971048089209,10.174414098324972
18,9.674896361031218,11.694334562932593,10.105910314106596,11.370904044756626,11.00676752493484,9.147196475324273,10.585705977128962,10.81191002062742,10.777439937031714,10.255484959014279,10.567628929605666,10.939956664008422,10.923790390620722
19,9.09912404894475,10.278379467130028,10.853786947418833,8.982194469352075,10.289954046752495,9.03142960330758,10.934274582257078,11.018978708302768,9.496123001354515,11.106363445651022,9.964920973871163,9.150986706076939,9.721817937857182
20,10.115950506938114,9.621639566527422,8.899094865863148,9.756545159969047,8.847465937959306,11.02279578065523,11.490678407052142,9.857365966058111,9.076047668251283,9.079519920190357,9.280928908398609,10.973273142687583,11.302497973781861
21,10.832917133509072,9.428722713255421,9.715549693722263,10.88273535067143,9.039229623406525,10.999008440812762,11.07353557119293,9.305798451249462,9.298678053092962,10.282632730761271,9.847287204162464,10.18696783505471,9.341519515447974
