,time,accel,X,Y,Z,gyro
0,0.0,9.906316058161458,6.730921180464327,6.531644363759458,1.576313561918959,9.510648898878753
1,100.0,10.92358686175457,8.222885611233115,5.650707167074084,2.713956786880642,10.339821115691631
2,200.0,10.405668129964209,3.963864136111736,1.5318462397579105,11.58489460682273,12.33971453652813
3,300.0,12.872977851447246,0.5889973581729456,17.906819217789174,5.664867861834169,18.790737619331498
4,400.0,11.24046775508622,8.334174192041159,3.5869758704960346,4.0610492250144485,9.940672822641138
5,500.0,10.817492636123866,-11.801952119842172,-2.5973120551876723,7.537171085643768,14.242227765533551
6,600.0,11.83484500861256,-0.4908676751146093,-3.421438279364258,1.216063749792427,3.6641509272313955
7,700.0,10.472196823376388,-7.943409538391233,-7.335694093465805,7.583297930923104,13.206686580541561
8,800.0,9.996068165231398,-7.03406130592078,-18.06222998263836,5.234637080387771,20.077938035678432
9,900.0,11.703740024438607,5.496232565362751,2.279234941005707,-0.6734948859080673,5.98807812993448
10,1000.0,11.843781063126048,9.980450153696538,18.12516336815357,-1.93832961890772,20.781916516630805
11,1100.0,9.745525451826522,-3.978542644773424,1.451588606826961,2.504600314904004,4.920257492974101
12,1200.0,9.5475107863045,-0.7159838003799319,-5.962872536972165,3.3935984183527528,6.898187582229818
13,1300.0,11.427041241704016,11.962652014321089,16.455384717160463,-2.548598274835199,20.503172500176444
14,1400.0,10.591628137719468,-3.124636785167456,4.12296661952734,1.9050446010768411,5.5128398958295834
15,1500.0,11.165208277476664,-0.7304349917270243,-8.963189589509367,2.2571119503736496,9.27183138603954
16,1600.0,11.816091006621985,3.2964254957288506,3.30523793701306,-4.172347624222934,6.260950691909361
17,1700.0,9.507257062557992,-7.676276475566626,-2.9013855690166355,1.2978047082424164,8.308282362207711
18,1800.0,9.514367888547325,-5.685091205424071,-1.8631704038500785,2.581326418606192,6.515743399426289
19,1900.0,10.331332804780528,0.8289860655913129,-7.859780672290921,2.064998724009097,8.168695724754455
20,2000.0,10.499237319193588,0.542166362827085,-8.812955256128312,3.251541104992479,9.409285003067794
21,2100.0,11.836606267991131,9.667313189041614,8.722410821020603,-7.587463494032621,15.070069578437684
22,2200.0,11.0141945765414,3.008114783480018,10.568781514826416,-2.0101228301614524,11.17087691504404
23,2300.0,8.691006307510307,-7.321177374967933,-8.841903315728903,-1.220907529584691,11.544241317481054
24,2400.0,10.900473400590066,11.973451401033998,8.138247584322094,-3.643975100161135,14.928937226984436
25,2500.0,9.07686641101164,-6.888302882480621,0.2972782202269882,1.5818018343228846,7.0738382780552325
26,2600.0,8.941733780843148,-5.625654878014326,-4.005759677687287,1.3174565568935126,7.030632630227059
27,2700.0,9.895101569824252,0.6238607905967161,7.826150516340136,-0.2053482167176902,7.853661698886964
28,2800.0,9.102823620571687,-10.280838565707208,-10.80362996944785,8.540199238058925,17.185722712665495
29,2900.0,10.06975200451858,4.561315510591864,10.818202183252572,-1.2061693634681403,11.802285465038786
30,3000.0,8.09656589930842,-7.467743041679263,-10.562461026263238,6.297258227732778,14.38708553719714
31,3100.0,11.337871665428835,8.40301398575306,9.777021434265375,-3.5692094748951493,13.37684747788235
32,3200.0,9.439764282230117,-3.724695585295558,1.5354045561444014,2.0809017579607665,4.534421294987202
33,3300.0,10.569795878853318,5.722092487822473,-4.112016541711986,2.474175012923777,7.468103137549973
34,3400.0,10.348034764442728,8.562803757199646,13.589709524327516,-1.2626294348828495,16.111984552802394
35,3500.0,9.039974520802335,-6.589115303532779,-14.1714318212986,3.3528386095762253,15.983974696264678
36,3600.0,10.179812566045683,5.099189684960246,-7.685310257747769,-0.8727685543214903,9.264310775792254
37,3700.0,9.63673764589655,-0.2519197448235936,7.225712640577554,-1.60265942523703,7.405599500063133
38,3800.0,8.839413211956957,-9.208694850593805,-13.935065356591345,-0.4990575017446652,16.71033110784681
39,3900.0,10.612500756943618,6.092772109262645,11.596711692085862,-3.891225902089477,13.665549131515418
40,4000.0,9.14535639298552,-4.885343642659485,-3.3038529022201897,-1.9109051189236343,6.199482630019281
41,4100.0,10.630126026732803,4.571176172845066,3.479460757110268,-5.721486308316886,8.107879151770481
42,4200.0,10.696020841296251,3.871191669429839,11.961161325001717,-5.128277336601913,13.577729325085421
43,4300.0,9.808854272670228,4.645178310754895,-1.6770842879746108,-4.453790365362168,6.650303892776019
44,4400.0,10.132065125815616,4.55863551415801,14.721139302635192,-6.448916656064987,16.705736324849784
45,4500.0,9.330051568322355,-0.9130711137861012,-10.075128562277555,-3.5456809588953853,10.719783946867814
46,4600.0,10.715939345241477,6.715520379039646,9.748983497697116,-3.3059297073572878,12.291056278028138
47,4700.0,9.603315697659538,9.394622911566495,-4.781136263005435,-1.2012041343312712,10.609481372258037
48,4800.0,9.755994057722331,4.124993478888273,8.079348280727864,-1.0269203761182726,9.129403337626067
49,4900.0,9.73229866912302,1.9213416517071429,-11.600435854062438,1.1144153441146016,11.81116367281396
50,5000.0,10.608547803975828,4.715511781994999,7.230409251084923,-4.216682397978008,9.607043236590833
51,5100.0,9.727176231110509,4.366293049487472,-10.402002749812604,-1.5002979048661889,11.380556664964042
52,5200.0,10.76700080942721,6.791216404469311,7.897753976333141,-5.267124886791408,11.672092472906321
53,5300.0,8.972868369977162,-7.784700644767284,-8.362888317579031,2.462136159876734,11.68766784310337
54,5400.0,10.867622296673044,2.918183998399973,4.716549117346108,-1.5796427467212082,5.766879973792148
55,5500.0,8.671439587652445,-10.051738571101428,5.063113039751351,2.4810355135113,11.52510733895232
56,5600.0,8.548096891199442,-10.156374545279146,-8.131342260602116,0.4751117037260904,13.019078384972786
57,5700.0,10.922417084455232,5.542977969869972,13.394513747110963,-6.600175945074856,15.927960503528166
58,5800.0,9.8116689128094,4.731556328979135,14.18711394124031,0.9340717118371278,14.984469201105924
59,5900.0,9.493468097613402,-1.171478286660835,-7.316596877717972,2.749105166360736,7.903324013531361
60,6000.0,10.305130276178952,12.016366348707676,2.57733673293069,-6.356829024539888,13.83636513353492
61,6100.0,9.098940176539475,-8.431745186769962,0.2450887794787064,3.163280301761627,9.008925444910616
62,6200.0,9.552585829627551,-1.1732193451914936,-11.392202094832063,-0.2928571919429116,11.45619821477877
63,6300.0,9.691054705374432,3.091265109280497,11.731514061293003,1.5883449444439262,12.235488621575806
64,6400.0,8.718015449395661,-6.801900531698763,-8.280226777365804,5.99880105240047,12.28061970724648
