,Sample 0,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,Sample 21,Sample 22,Sample 23,Sample 24,Sample 25,Sample 26,Sample 27,Sample 28,Sample 29,Sample 30,Sample 31,Sample 32,Sample 33,Sample 34,Sample 35,Sample 36,Sample 37,Sample 38,Sample 39,Sample 40,Sample 41,Sample 42,Sample 43,Sample 44,Sample 45,Sample 46,Sample 47,Sample 48,Sample 49,Sample 50,Sample 51,Sample 52,Sample 53,Sample 54,Sample 55,Sample 56,Sample 57,Sample 58
0,10.116556032609472,9.824427268942244,9.761291856803163,9.250914885882448,10.062814948910852,10.03175123179068,9.65467852844339,10.408829936619252,10.810502861282425,10.536420506802,10.52905831096354,10.03117571837575,10.24185817505824,9.879635137810324,9.741735330178408,10.0936929104493,9.43391961899322,8.830368368753687,10.522211960660725,9.693953914362252,9.863568956737897,9.77008641400126,9.656639872359404,9.026246966186104,10.320837648221737,9.155520478452942,9.654849386303514,9.73043150056344,10.574604773173215,9.672507720209,10.160865229172366,10.120238894252688,9.851361389676311,9.657315705741569,10.127200354435978,9.912744842308218,9.796537771736736,9.841202197994315,9.829915723331508,9.73937301296144,9.807437593497845,9.70466702133202,9.18788140113248,9.265748545001408,9.49981057791976,10.243856319765303,9.4434424704617,10.23402705338011,9.669030454522336,9.31547774770361,9.727756044239046,9.91284129466095,9.44174672187348,10.371522906549774,10.035627481892444,10.03369753968631,8.429314752285554,10.126726775921895,9.748976460060137
1,9.846246605726826,9.718379908981314,9.80992231846403,9.339018581247648,9.987766787561904,9.727088395217738,10.057720271051574,10.087612777984347,10.811511116570877,9.95489090412085,9.949661218951604,10.2830816307108,10.057566611865992,9.941933621973297,10.552920847536836,9.94730136893338,9.674364975707896,9.062876653489758,10.099974082324128,10.009400610750305,9.777356639073457,9.62094471255779,9.927482952674158,9.048747291181025,9.971776966730742,9.8801741501746,10.513171833489372,10.143444302862008,10.36851564401824,10.205893144280832,9.714017823515366,9.866723585754295,10.00588255973389,9.923082001666332,9.863875180491808,10.269274253002669,9.81236141829184,9.813724793571817,9.821945849219178,9.70788280543834,9.581529201864235,10.000466562568318,9.25279428439506,10.022539927950373,9.36827324380619,10.595038770207552,9.9493095057936,10.763798571321542,10.032881210903694,10.63164123840663,9.850908862214787,9.897977083243578,9.936074291898391,9.966151135225868,10.028307109137364,10.16626649297496,8.216380661619375,9.96554255621791,9.618164604538778
2,9.717256492663026,9.659723024983562,9.786486714391735,9.224925799672748,10.042923954663868,9.716879627818775,9.876447960675735,9.788706201268976,10.66993018910019,9.762126472645807,10.427717594381033,10.137543033979652,10.097659262555467,9.914625594834243,10.470602675074778,10.020689054864592,9.825077526381335,8.637782919720326,9.683760469012377,9.78573057772179,9.747897167656372,9.88164958815879,9.868959285739397,9.018534142354774,10.06811580985392,10.103510846594828,10.038809778718877,9.503597575796247,10.531217476389276,10.329849733942964,10.081110491018787,9.7357685211581,9.864213783087424,10.037944125439813,9.666984913368989,10.072718043246272,9.550906439568676,9.910233658265469,9.818544385250105,9.816194266769038,10.067735880116649,10.071022591896076,9.600372158731252,9.930697489878378,9.681180383567902,9.87721075725381,9.743699759017543,9.976963687082094,9.58496457220478,10.395142438834558,10.02541441674448,10.00184671918842,9.875189965176808,9.553630062748615,10.401511428658784,10.068661277366374,8.561905938075009,9.737339050095102,9.860200925368323
3,9.717265294151993,9.669763225354046,9.960784055988873,9.1857301901326,9.980452284272747,9.744976215821591,9.917227319615716,10.030952824920163,11.069936586383568,9.39600189915279,10.31549506632149,10.34493684515084,10.258353232982795,9.883795500743425,9.133402700356491,10.038148363459092,9.74378412594918,8.799361484851856,9.73013893766764,9.785758798831942,9.950241791349193,9.89951896952645,9.957504679310764,9.077931044363211,10.234927199390114,9.842411375498584,10.083753308384372,9.898815779327508,9.944495117317931,10.327123379924126,10.004018921121997,9.712541896855496,9.770532933713096,10.279135343417678,10.060603105449298,9.853632491302116,9.809171810621171,9.823949964541285,9.830271247056393,9.583064549813209,9.573862770033047,9.620581510961646,9.179185332578824,10.182359908018125,9.35547254892125,9.995274386038426,9.814077168361589,9.649247523407196,9.809794083546386,9.565293057375769,9.866544294214089,9.813452390235517,9.49920473910379,8.825281073079593,9.877529822357292,9.79097450396264,8.664309142008847,10.065728410509456,9.505061777447176
4,9.740428432052,9.813352025247136,9.963835508736487,9.39607866348483,10.130357889622942,9.90688918287705,9.958928524460632,9.833333355332638,10.90430162260732,9.559564309663752,9.573769494155712,10.326325673939886,10.189051710578832,9.345031803238363,9.35126654558912,9.883607996807836,9.818824907209676,8.495051422718733,10.102971738244474,9.80747756810566,9.729685365214998,9.870807972508802,9.934665635752088,9.061036691064864,9.881821026369147,10.115863060716588,9.800519377005957,9.58286817218242,10.133257413604,9.75221562085292,10.183766012522527,9.37695977610369,9.78747940870666,10.4971488952522,10.577557785537312,10.14324633486042,9.665330904431665,9.615907376474318,9.825232619299747,9.706880971936195,9.781922013575317,9.631459976029864,9.087282797630907,10.047625403992928,9.839404213523324,10.009329543371424,9.557239862341689,10.598357443803168,9.990331641162417,9.603767587283205,9.940145697194165,9.73467594396037,9.518591224991242,9.827186092107633,9.999630285483514,10.16679996380795,8.927515519600481,9.911935217643016,10.120211590710705
5,9.973613566691572,9.8793462134659,9.944493359071611,9.295178775087685,9.627344571305176,10.552219758824128,10.08841806297229,9.72556408528298,11.257839046467913,9.756324399205347,10.317638880049632,10.110283568344052,9.852899646769414,9.505096196005004,9.736423036260684,10.023835447839415,9.47630077265706,8.805972491224814,9.80890076780575,9.598976623263512,9.83667885514242,9.941136784215274,9.981425732396156,9.372730432021877,9.944528281142986,10.27376507123304,10.20427700851173,10.114710430982914,10.0424693775597,10.033466950582742,9.963979205179848,9.32950412965109,9.749781455210032,9.931302305639328,9.945696204842235,10.159146064800288,9.77757568904167,9.040515880186907,9.831056342922684,10.038055421635672,9.749027063478248,9.533516216492432,9.237437587654345,10.061583946356729,9.7082139533343,10.591874339322649,9.633566436078375,10.207419348657623,9.937962382479837,9.942618446452595,10.22068166182521,9.490781658215376,9.01293083666864,9.901598963843815,10.833580621383945,10.04799914023603,8.664230067201633,9.974788697376605,9.857829520070169
6,9.785367146115522,9.804855105797476,9.792902977467753,9.282326527757917,9.902641085008089,9.998733498991449,9.816034012462168,10.042778007761507,10.77472174942203,9.675591123070571,10.274118718929609,10.133002435158955,10.262712484769786,9.955062653680685,10.05435883084905,10.14634643513853,9.90844812876422,9.052207686143063,10.403801540943665,9.611042988005616,9.706011295317712,9.892225952578304,9.934479570251328,9.164330848152716,10.013293724551769,10.137209571800462,9.53608399513861,9.898896229485883,9.934367606738936,10.489946539231516,10.086694081372114,9.216003992791608,10.290883192498807,10.207380096815678,9.761072144645802,10.203855232672918,9.47667738774463,9.644053003675364,9.82060171888238,9.841910804731912,10.115923620918585,9.21401844348614,8.901954566189453,10.157201102382016,9.626343632447613,10.384644638333612,10.391441114912892,10.000094510701633,9.197927732025198,9.654911871710995,10.255339150724335,9.81724067058612,9.8930154750615,9.972874636965743,10.130885030508724,9.770564468642428,8.740786666713394,10.255904950088404,9.651326583648826
7,9.79422746383079,9.646708699134528,9.830762176311527,9.275666577217198,10.337921895431371,9.574218816997902,9.557811868998094,10.075311309701378,10.735450930646182,9.619227993960802,10.423640685283802,9.915527891157486,10.042514592380444,9.869456108911152,9.562455047791849,10.190223221474588,9.68885401619642,9.526525126319967,9.786846958335689,9.824436209487148,9.724440413448072,9.76667847320481,9.78387486330495,9.098520145675575,9.86519239809432,9.862390353739984,9.99045372687738,9.919835676333092,9.768068218083195,9.944257804279257,9.533353537464064,9.353032529341837,9.74918200571953,9.82732016145026,9.866437052372426,10.0595223270169,9.902016223825528,9.645389615347792,9.823537705095518,9.73261014460028,9.652254012884637,9.709052119979097,9.374468282505418,10.122282204870034,9.696028659859172,10.238444069360035,9.798840945510811,9.94371914937452,9.351371617602966,10.076541237601942,9.944065910918605,9.703120941782892,9.65192871993063,9.980209268148984,10.506864660771653,9.882392179549722,8.708756417506379,9.990372129382395,9.50056031260824
8,9.826182294881953,9.757125501486158,9.78929920485726,9.192399151176827,10.058536624614428,9.546669194219367,9.515782656790172,9.953817503895426,10.551398772866593,9.9969509029164,9.670609861511055,9.982752349983448,9.784906067710562,10.254463373798089,9.774018958018532,10.412760266869084,9.789367046309192,9.935800765605403,9.684121214742069,9.826603770249625,9.913787294999008,9.876402591377856,9.602620169023208,9.024855593965484,9.941670882045996,10.146225713234646,9.84054437560893,10.010495534603352,10.310107769058966,9.459142417362312,10.061633273875806,9.205126543324448,9.845337590776827,9.944479166217008,9.901519888961031,10.141978238022435,9.624269490076236,9.891046194131706,9.823300921276406,9.88907387154826,9.956506441240109,9.858221355682405,9.455847515425324,10.049165004906651,9.478779125988266,10.227608435646022,10.02092756326631,9.825456816135148,9.433707659766084,9.721326864844448,9.940609411621796,9.996914980774964,9.94534610745462,10.047034693226935,10.148959138951469,9.81205389897273,8.638753485392314,10.327028914077593,9.586668780261808
9,9.698240430854966,9.729771452354283,9.86289268269242,9.211551512105878,9.979657922062104,9.887418132541086,9.99777996628534,9.905772026251976,10.461866090814093,10.05166416621699,9.898844802725431,10.087550137712084,10.420679035250622,9.962646703211458,9.750771319508832,10.001927926703514,9.717282735428467,9.53457089634886,9.698105712375805,9.804161527318788,9.7055870101193,9.83335241503577,9.721045863327197,9.03754573046508,9.942604610745123,10.525681489192236,9.534604080971064,10.036840476220627,10.01423249113485,9.922020064216476,10.528645344449528,9.361926994551666,9.324796839193311,9.947104403563156,9.617835802940595,10.27858650493934,10.031429131575068,10.256555095824725,9.818230770339817,9.878358440322824,9.801147999100452,9.97996411052962,9.651453988810257,9.849210272951884,9.360604157588464,10.27819897306636,9.771163459313282,10.490420612802572,9.619871911178084,9.658682331633072,10.354083604290867,10.052492115590953,9.59195571218318,9.90763047108956,10.145948566751285,9.86489492330727,8.868534178335123,10.677476986277687,9.179948392812284
