,Frequencies,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,Sample 21,Sample 22,Sample 23,Sample 24,Sample 25,Sample 26,Sample 27,Sample 28,Sample 29,Sample 30,Sample 31,Sample 32,Sample 33,Sample 34,Sample 35,Sample 36,Sample 37,Sample 38,Sample 39,Sample 40,Sample 41,Sample 42,Sample 43,Sample 44,Sample 45,Sample 46,Sample 47,Sample 48,Sample 49,Sample 50,Sample 51,Sample 52,Sample 53,Sample 54,Sample 55,Sample 56,Sample 57,Sample 58,Sample 59
0,10.0,0.5779155153002438,0.9671143460936895,0.6766207672177349,1.0,0.912744083109862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6288286539008209,0.9931147165765466,0.7857800851222965,1.0,0.9727426922221545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7712523891522138,0.9901622429993329,0.5413372934560811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,12.0,0.9263149759633585,1.0,1.0,0.9173270995075603,1.0,0.17647308096034836,0.20700634488059927,0.19242412719052082,0.19242412719052082,0.19242412719052082,0.19242412719052082,0.19242412719052082,0.19242412719052082,0.19242412719052082,0.19242412719052082,0.19242412719052082,0.19242412719052082,0.19242412719052082,0.19242412719052082,0.19242412719052082,0.8734274346519366,1.0,1.0,0.9098297580665995,1.0,0.13657220486615085,0.10050742781027026,0.15414209676427057,0.15414209676427057,0.15414209676427057,0.15414209676427057,0.15414209676427057,0.15414209676427057,0.15414209676427057,0.15414209676427057,0.15414209676427057,0.15414209676427057,0.15414209676427057,0.5570400755439436,1.0,0.6635246898942408,0.2886493929915672,0.7025119261692372,0.731686246508551,0.2205033609321076,0.20616054508248152,0.20616054508248152,0.20616054508248152,0.20616054508248152,0.20616054508248152,0.20616054508248152,0.20616054508248152,0.20616054508248152,0.20616054508248152,0.20616054508248152,0.20616054508248152,0.20616054508248152,0.20616054508248152,0.20616054508248152
2,14.0,1.0,0.7831703792008993,0.8969020692921712,0.509641162127726,0.44403520620266757,0.7909317435059057,0.8117120368231407,0.7804625251218174,0.7804625251218174,0.7804625251218174,0.7804625251218174,0.7804625251218174,0.7804625251218174,0.7804625251218174,0.7804625251218174,0.7804625251218174,0.7804625251218174,0.7804625251218174,0.7804625251218174,0.7804625251218174,1.0,0.8755742311208077,0.8405421151451702,0.5432975862226108,0.3964040931058248,0.810062963148561,0.8471337371541331,0.7470589494136265,0.7470589494136265,0.7470589494136265,0.7470589494136265,0.7470589494136265,0.7470589494136265,0.7470589494136265,0.7470589494136265,0.7470589494136265,0.7470589494136265,0.7470589494136265,0.4358492538868053,0.32937448275219605,0.990271236287801,0.8991054663317287,0.5033669651708516,0.683129824123157,0.8324981105450693,0.9272036546855283,0.9272036546855283,0.9272036546855283,0.9272036546855283,0.9272036546855283,0.9272036546855283,0.9272036546855283,0.9272036546855283,0.9272036546855283,0.9272036546855283,0.9272036546855283,0.9272036546855283,0.9272036546855283,0.9272036546855283
3,16.0,0.12793655045019084,0.772292135041859,0.8142275571424101,0.46533128127099344,0.4643638732657746,0.20646138521913932,0.20839748623882623,0.14651797806037403,0.14651797806037403,0.14651797806037403,0.14651797806037403,0.14651797806037403,0.14651797806037403,0.14651797806037403,0.14651797806037403,0.14651797806037403,0.14651797806037403,0.14651797806037403,0.14651797806037403,0.14651797806037403,0.6895338302242752,0.8165399981107279,0.561544879016261,0.3673580791824782,0.4179401899816349,0.2791619555919485,0.3047438842062612,0.18889976951673915,0.18889976951673915,0.18889976951673915,0.18889976951673915,0.18889976951673915,0.18889976951673915,0.18889976951673915,0.18889976951673915,0.18889976951673915,0.18889976951673915,0.18889976951673915,0.5256870714494243,0.5459451414371113,0.6926056187636537,0.7087274857765312,0.21907646213171697,0.260470919796176,0.3568084673812761,0.3561044065723578,0.3561044065723578,0.3561044065723578,0.3561044065723578,0.3561044065723578,0.3561044065723578,0.3561044065723578,0.3561044065723578,0.3561044065723578,0.3561044065723578,0.3561044065723578,0.3561044065723578,0.3561044065723578,0.3561044065723578
4,18.0,0.7589266707692486,0.734701896168862,0.6354594791937466,0.6348626516542237,0.6120718471865759,0.7829235163103064,0.8403895515168184,0.742550611621563,0.742550611621563,0.742550611621563,0.742550611621563,0.742550611621563,0.742550611621563,0.742550611621563,0.742550611621563,0.742550611621563,0.742550611621563,0.742550611621563,0.742550611621563,0.742550611621563,0.9170269116176637,0.8460934837373865,0.45282724759205334,0.5821772152411228,0.5224305021551197,0.7874615744568124,0.8478909225436081,0.7186267397309144,0.7186267397309144,0.7186267397309144,0.7186267397309144,0.7186267397309144,0.7186267397309144,0.7186267397309144,0.7186267397309144,0.7186267397309144,0.7186267397309144,0.7186267397309144,0.5142213630445732,0.6640440515946946,1.0,1.0,0.8103626974295652,0.9227394745766536,0.8978894353557496,0.9715742166915419,0.9715742166915419,0.9715742166915419,0.9715742166915419,0.9715742166915419,0.9715742166915419,0.9715742166915419,0.9715742166915419,0.9715742166915419,0.9715742166915419,0.9715742166915419,0.9715742166915419,0.9715742166915419,0.9715742166915419
5,20.0,0.8276733878336664,0.6045971284521668,0.4807732444507825,0.6772599703847041,0.6210604587336654,0.33616163076008515,0.3998733951239909,0.4096972247557367,0.4096972247557367,0.4096972247557367,0.4096972247557367,0.4096972247557367,0.4096972247557367,0.4096972247557367,0.4096972247557367,0.4096972247557367,0.4096972247557367,0.4096972247557367,0.4096972247557367,0.4096972247557367,0.8344601038176699,0.7960146092970988,0.5791199027494673,0.737740486856704,0.6577078754268791,0.3480078779869915,0.39785403906276834,0.4279031305342847,0.4279031305342847,0.4279031305342847,0.4279031305342847,0.4279031305342847,0.4279031305342847,0.4279031305342847,0.4279031305342847,0.4279031305342847,0.4279031305342847,0.4279031305342847,0.5804778900090725,0.5530896455874629,0.38748934458222656,0.3726156550780792,0.4609657151619264,0.5104699590146283,0.44371068936633573,0.35214427733957787,0.35214427733957787,0.35214427733957787,0.35214427733957787,0.35214427733957787,0.35214427733957787,0.35214427733957787,0.35214427733957787,0.35214427733957787,0.35214427733957787,0.35214427733957787,0.35214427733957787,0.35214427733957787,0.35214427733957787
6,22.0,0.1609321005594856,0.6766417659285409,0.618177973065622,0.7126233404630776,0.7519913221804697,0.5342171232690934,0.556923137538463,0.520981998728155,0.520981998728155,0.520981998728155,0.520981998728155,0.520981998728155,0.520981998728155,0.520981998728155,0.520981998728155,0.520981998728155,0.520981998728155,0.520981998728155,0.520981998728155,0.520981998728155,0.6553137961468286,0.8165681697922379,0.7112104773849482,0.7187115456442058,0.7346204849992037,0.5312936845555004,0.5536694709870176,0.5525848377302817,0.5525848377302817,0.5525848377302817,0.5525848377302817,0.5525848377302817,0.5525848377302817,0.5525848377302817,0.5525848377302817,0.5525848377302817,0.5525848377302817,0.5525848377302817,0.564388133637916,0.5580366835551157,0.8290236795665238,0.6444513795555221,0.6242181609184971,0.7304890771508575,0.42855960277178284,0.5594642628957678,0.5594642628957678,0.5594642628957678,0.5594642628957678,0.5594642628957678,0.5594642628957678,0.5594642628957678,0.5594642628957678,0.5594642628957678,0.5594642628957678,0.5594642628957678,0.5594642628957678,0.5594642628957678,0.5594642628957678
7,24.0,0.7718792717135587,0.6450149026049347,0.6606419781607202,0.42067651963783925,0.3738390616343731,0.4979438630805605,0.5744522828487443,0.5608139629314045,0.5608139629314045,0.5608139629314045,0.5608139629314045,0.5608139629314045,0.5608139629314045,0.5608139629314045,0.5608139629314045,0.5608139629314045,0.5608139629314045,0.5608139629314045,0.5608139629314045,0.5608139629314045,0.8352517453817716,0.8088922357295362,0.661608994008183,0.43776591685662314,0.36621559719754737,0.5706491745543311,0.6525794551960239,0.5779731076782457,0.5779731076782457,0.5779731076782457,0.5779731076782457,0.5779731076782457,0.5779731076782457,0.5779731076782457,0.5779731076782457,0.5779731076782457,0.5779731076782457,0.5779731076782457,0.44035167458609376,0.4024739496170709,0.37457671874014764,0.22617903530425731,0.07235157482730069,0.14567270326549261,0.46449154615687765,0.4312286903439801,0.4312286903439801,0.4312286903439801,0.4312286903439801,0.4312286903439801,0.4312286903439801,0.4312286903439801,0.4312286903439801,0.4312286903439801,0.4312286903439801,0.4312286903439801,0.4312286903439801,0.4312286903439801,0.4312286903439801
8,26.0,0.8873163413240293,0.5426452406693467,0.5479641199057215,0.2257233461774759,0.2493563462866322,0.32532534994270706,0.3698708000024516,0.3587526751344248,0.3587526751344248,0.3587526751344248,0.3587526751344248,0.3587526751344248,0.3587526751344248,0.3587526751344248,0.3587526751344248,0.3587526751344248,0.3587526751344248,0.3587526751344248,0.3587526751344248,0.3587526751344248,0.5943512515143208,0.7373309836271863,0.45807413930144275,0.23099196615789347,0.26609043229013507,0.2985020474803185,0.361827397905412,0.29365528204077623,0.29365528204077623,0.29365528204077623,0.29365528204077623,0.29365528204077623,0.29365528204077623,0.29365528204077623,0.29365528204077623,0.29365528204077623,0.29365528204077623,0.29365528204077623,0.5249810261971016,0.6622635512899407,0.7492882065353791,0.5813863718840215,0.40097599184219496,0.42090518977809355,0.24243080476194456,0.2971335770679731,0.2971335770679731,0.2971335770679731,0.2971335770679731,0.2971335770679731,0.2971335770679731,0.2971335770679731,0.2971335770679731,0.2971335770679731,0.2971335770679731,0.2971335770679731,0.2971335770679731,0.2971335770679731,0.2971335770679731
9,28.0,0.3430301581277831,0.596404301531223,0.5206111558603825,0.507791012114462,0.5499118928147757,0.5456246179431442,0.6487637308079036,0.5902412562676679,0.5902412562676679,0.5902412562676679,0.5902412562676679,0.5902412562676679,0.5902412562676679,0.5902412562676679,0.5902412562676679,0.5902412562676679,0.5902412562676679,0.5902412562676679,0.5902412562676679,0.5902412562676679,0.586462331680239,0.7591734714757493,0.36812750510925063,0.5100512737978128,0.47915962824039854,0.582642969887121,0.6645257143271132,0.5780224603673882,0.5780224603673882,0.5780224603673882,0.5780224603673882,0.5780224603673882,0.5780224603673882,0.5780224603673882,0.5780224603673882,0.5780224603673882,0.5780224603673882,0.5780224603673882,0.6051874899748217,0.6064960246026515,0.538530754922711,0.6086241361939716,0.5830718266350209,0.6898271796167742,0.7031327212447103,0.6121568067045531,0.6121568067045531,0.6121568067045531,0.6121568067045531,0.6121568067045531,0.6121568067045531,0.6121568067045531,0.6121568067045531,0.6121568067045531,0.6121568067045531,0.6121568067045531,0.6121568067045531,0.6121568067045531,0.6121568067045531
