timestamp(ms),degrees(IMU[0].GyrX),degrees(IMU[0].GyrY),degrees(IMU[0].GyrZ),IMU[0].AccX,IMU[0].AccY,IMU[0].AccZ
90708.341,-0.027162704876088538,-0.018818478562985547,-0.017090903657663147,-0.36304402351379395,0.45636874437332153,-9.865007400512695
90808.341,-0.025396973612252623,-0.0485631459459546,-0.0148102900051279,-0.3652642071247101,0.4504527747631073,-9.85806941986084
90908.341,0.025339447257213762,-0.061912892189319245,0.039961516791628675,-0.3663155138492584,0.45808732509613037,-9.863383293151855
91008.341,-0.030034597010712604,-0.0127204197920335,0.003012627265628544,-0.37135571241378784,0.461196631193161,-9.859177589416504
91108.341,-0.016397887670580532,-0.03295113551990362,0.03365843387787463,-0.36874109506607056,0.4552389085292816,-9.860121726989746
91208.341,0.001081886363961894,0.023094482002209406,0.03144002566183917,-0.36524641513824463,0.44976329803466797,-9.857226371765137
91308.341,0.02972569425792899,0.027729203903255985,0.04342195599870756,-0.3654239773750305,0.45110616087913513,-9.862527847290039
91408.341,-0.03130280484451214,0.005727644273004262,-0.017360147609881825,-0.36165571212768555,0.44821080565452576,-9.853184700012207
91508.341,0.0006956778295641925,-0.04582533300732029,0.00922882533959637,-0.3714362680912018,0.45896583795547485,-9.861541748046875
91608.341,0.027964103464252547,-0.04176235283911228,0.026053395713854115,-0.36515215039253235,0.4678773283958435,-9.86214828491211
91708.341,-0.011642811156567769,-0.02230329368339153,-0.011628487097498147,-0.35934242606163025,0.45614486932754517,-9.859371185302734
91808.341,0.03942621386423707,-0.012695310166716808,0.04142940434339689,-0.3647242486476898,0.459757000207901,-9.860523223876953
91908.341,-0.0326080551286228,-0.00007108425698909286,-0.027885763034090634,-0.3551430404186249,0.46436652541160583,-9.865076065063477
92008.341,-0.006912529522103432,-0.02363242462523631,0.004020043842835002,-0.3696303367614746,0.45673683285713196,-9.854243278503418
92108.341,0.011887403219699626,0.034829278130654714,0.024451649079693015,-0.36745530366897583,0.4565300941467285,-9.857989311218262
92208.341,0.0009308576914692821,-0.007368882955005393,-0.006269491827966703,-0.3624049723148346,0.4590155780315399,-9.862690925598145
92308.341,0.016168846132809996,-0.025386379811639197,0.00455927254625276,-0.3591392934322357,0.45757877826690674,-9.859941482543945
92408.341,0.012431504020857392,-0.002125293911328481,-0.013031301065898152,-0.36176982522010803,0.4549475312232971,-9.863832473754883
92508.341,0.00941193567305454,-0.07894693650284317,0.02488692872010288,-0.3628898859024048,0.4569514989852905,-9.866071701049805
92608.341,-0.05219626760483952,-0.00990146164240432,0.0003545285390582649,-0.3678346276283264,0.45567283034324646,-9.861440658569336
92708.341,0.03967548584259348,0.04064832457476295,0.01773326850455487,-0.36372289061546326,0.4609360098838806,-9.855355262756348
92808.341,0.01689010336138308,-0.060861402866919524,-0.008080827877655974,-0.3659743070602417,0.4573242664337158,-9.859728813171387
92908.341,0.0021280165664444213,-0.06007078817747533,0.04201999246920459,-0.3682267367839813,0.45456641912460327,-9.857142448425293
93008.341,-0.000017078825484219352,0.0034867680032555654,-0.013819694609046564,-0.36565056443214417,0.452888548374176,-9.856094360351562
93108.341,-0.024884987718384946,-0.039046614626201334,0.003055466040657484,-0.3672323226928711,0.4662763178348541,-9.864803314208984
93208.341,0.02337280230524484,-0.012364556970624834,-0.004379909980286902,-0.36347028613090515,0.4615764915943146,-9.860311508178711
93308.341,-0.04328137344644638,0.0119315885229822,-0.012476969985067263,-0.3593839108943939,0.45806053280830383,-9.864412307739258
93408.341,-0.02658153327665641,0.004434701590637269,0.030762269216612913,-0.3693912923336029,0.4622058570384979,-9.856104850769043
93508.341,0.0011604512849797174,0.010806058489432325,0.04258071518198121,-0.3661785125732422,0.45755451917648315,-9.857889175415039
93608.341,-0.009284114706830587,-0.007066392678258125,-0.03639567985724425,-0.36078980565071106,0.452088862657547,-9.860824584960938
93708.341,-0.03501324640688253,0.00001741819821985473,-0.014055767275462858,-0.37503740191459656,0.453730970621109,-9.86137580871582
93808.341,0.020756448716379237,-0.02751488663109485,0.019036757879890502,-0.36656227707862854,0.4572606384754181,-9.860408782958984
93908.341,-0.040843101762619335,-0.011202311322104651,0.016255754317977697,-0.36526307463645935,0.44226571917533875,-9.851363182067871
94008.341,-0.017500048143498134,-0.0028710052185684618,-0.036247263261966874,-0.3627057373523712,0.458924263715744,-9.857121467590332
94108.341,-0.030677962373953777,0.017061076597758802,-0.01948262798585929,-0.3622398376464844,0.4519375264644623,-9.85869026184082
94208.341,0.008793947573253535,-0.00625436527140846,-0.02212561365242,-0.3661627471446991,0.4564356207847595,-9.857583045959473
94308.341,0.06257069166842848,-0.0947150341495173,-1.5469738335181027,-0.3616543114185333,0.4821980595588684,-9.822205543518066
94408.341,0.1896459130261559,0.13681015205634758,1.5869854161478578,-0.4091455638408661,0.4560319781303406,-9.786161422729492
94508.341,-0.5238599018409849,-0.500646962038055,-0.840410521558486,-0.37615981698036194,0.4606385827064514,-9.891922950744629
94608.341,1.6922526494409889,1.6394237853638827,3.7854211113721132,-0.34155237674713135,0.5727255940437317,-9.891172409057617
94708.341,-0.329362591758091,0.6822383849456907,2.2215059480555355,0.061169590801000595,0.13446740806102753,-9.855338096618652
94808.341,0.3539182511824183,1.8183692560739815,0.49416895218081774,-0.25705716013908386,1.0428056716918945,-9.955994606018066
94908.341,-0.9362266372907907,0.7567016141502186,2.4472177407346667,-0.2882949411869049,0.7360263466835022,-9.947218894958496
95008.341,-0.472788798247464,0.21818856340195053,-2.8078678661227228,-0.6451404690742493,0.6096575260162354,-9.692681312561035
95108.341,-0.41728364631710574,0.15319444771232082,-2.717193657374382,-0.5517684817314148,0.2241964191198349,-9.89212417602539
95208.341,-0.3009493681772612,-0.6981348021492362,1.5750302329480648,0.12181615829467773,0.3004007041454315,-9.902047157287598
95308.341,0.37490364138493315,-0.6791111176829785,1.2748504619468004,0.11246941238641739,0.3481485843658447,-9.826784133911133
95408.341,-0.596890071467869,0.2879225652661174,0.5016968371940776,-0.725407063961029,0.9178429841995239,-9.933245658874512
95508.341,-0.15710901462030596,-0.1088194665402174,-0.09499531879965216,-0.7999733686447144,0.6929411292076111,-9.898112297058105
95608.341,0.0784539354067063,0.25343946245731785,-1.570029678913951,-0.2953006327152252,-0.015428326092660427,-9.823819160461426
95708.341,0.9654776799224317,0.2693134414141998,-0.80503706592042,-0.1601768434047699,0.07993653416633606,-9.821954727172852
