,Sample 0,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17
0,9.823585961006845,9.896303693495868,9.935162008084006,10.034282608528555,8.372632763831566,10.526428254081992,11.226093010567968,9.821194314115193,9.60051925699931,9.80088038839233,10.104655598189566,9.840187757814546,10.56422307669294,10.667975799078594,9.91784761905322,9.707815350949845,10.113108779221951,10.344868156818317
1,9.971676209632458,10.227306147542535,10.391987867037846,10.637779757466896,8.028059390988469,9.986638630314156,10.083628135738694,10.541326752964723,10.105387127926125,9.734323537680178,9.423509811615354,10.27991868163368,10.08535466444053,10.727547869251888,9.811346523808538,10.803884481976171,10.115077848551222,9.937330093772195
2,9.972568601570165,9.904079772757285,10.791095509125583,9.71593485310971,8.524749300878455,10.050828450307016,10.114980741552207,11.232485378861245,9.91612094841258,10.21405880022863,9.750645797826227,9.820166739565343,9.542832905831203,9.980977987682552,10.313578165843152,9.709591176984807,9.841038344056269,9.74327784172315
3,9.87149506407533,9.946247081442857,10.449808808034742,10.272164599973111,8.740014278763537,9.691631569648974,9.748211776106121,9.769256210712015,10.747926168336582,9.635584003337309,10.98579019286498,10.411702657124671,10.075598607967574,11.070539989166102,10.508608493818638,9.630176138053804,9.051625954089793,9.895167801168089
4,9.837826441994169,10.450858877372259,10.48068453869092,10.156223488925788,9.212028123906718,9.771580036818188,10.403310059156551,10.3335980754048,10.018680338094857,9.932484695067274,10.881765851007929,11.368323027071188,9.853962436943037,10.611919319161144,10.037895732392482,9.654129301167474,10.449658482875103,11.217178080703162
5,10.314249209969825,9.543214976251619,10.735980683277743,10.138942480256716,9.346635853413373,9.776611200736808,10.551613063759088,9.849689511676988,10.115581975463865,9.932801425988933,10.105405523595838,10.866387942946268,10.437058705298716,9.930360539707946,9.461665138151947,9.560064056185974,11.057412120889012,10.03477569318426
6,10.277291918411084,10.173424543378061,10.941925115074843,10.50857251010362,9.70511369189113,9.745595674677048,10.070480506977315,9.195828806554761,9.999052859345714,9.768538917947037,10.293633223000189,11.418005068258505,10.226921747687282,10.855184287329793,9.589171882094345,9.836504267089454,9.857673742189824,10.822607992201531
7,9.142585486039607,10.423571394978445,10.022443052271468,10.477524812318112,10.363147703599791,9.925708973119322,10.28306479639229,9.658613222959454,9.993630397325378,10.538466047659275,9.5485807313972,10.103838932399652,10.903264783288705,10.258859690683106,9.827178160424662,9.660982560447284,9.685137644147895,9.96272384303987
8,11.47097247537916,11.019579328468025,9.809053879160906,10.23812998970224,10.371595362451567,10.329720668126617,10.041727424882733,9.932870754376044,9.685004560872823,10.870276660859044,10.00877554339041,10.093992231911152,10.679687629686212,10.444242078749182,10.017632176666861,9.854930788003434,10.615151332261002,10.325862039148785
9,9.797474516555296,11.118326408514248,9.765930055790133,10.477864135868627,9.943905060091264,10.03288977935508,10.482805992672407,10.794311320139649,9.853895374159514,10.4895297723973,10.925780986529201,10.439952310941843,10.125614769117188,10.754579876364195,9.411957336971463,10.681597391308854,9.234143084841444,10.438531061924545
10,10.124690666045444,10.45596732925607,10.31271718083285,9.984444844001072,10.12410053753787,9.455080448300729,9.763430156961105,10.561637730765822,10.131354098747462,11.508840401667321,9.84237720297649,9.697752146119628,10.032064778907282,9.99155190123662,9.796364547104035,10.717547196204665,10.691010568316866,10.270473019952876
11,10.989737925969035,11.154859273061481,10.093898383578345,9.4556556853718,10.793466241329337,10.27949359591371,10.387579798815421,10.252161805626717,9.987831603287596,9.833308810172177,9.022129298187336,9.82296787123454,10.966432037020983,10.489625090871964,10.135198670800088,10.390922740158423,9.658473021041196,10.212019732452156
12,10.348310648406262,10.163647170282868,10.790229230008077,10.178704062395362,10.208086185896818,9.354331041703894,9.78235150813481,10.173080558874416,10.201281536843792,10.833552529494025,9.905391937528066,10.30491118211391,10.979754909254495,10.227565402342563,9.361969550228872,9.872258656866151,10.107255979500833,10.25163022124362
13,10.687106874785226,11.068597026667307,9.557417833309467,9.606592072235973,9.54739956423752,9.674444408812022,10.09319856150278,10.018606684530397,9.958574535795218,9.459526434043108,10.051747017141784,9.862416025750376,10.579510830508928,10.656736979834754,10.179317644768657,10.761679490892737,8.467307036854425,9.873059467382983
14,10.106753678702514,9.822911220504652,9.570502594724177,10.565684611152223,9.479286663981574,9.782643352102392,9.88104030298757,9.882932777776395,9.668530317739274,9.881831932890105,9.594359124037876,10.476195431579436,9.873221954581346,10.05025895250646,10.334643303166958,9.724866905483198,10.190108395832842,10.086812007095093
15,10.548255853114414,10.465050743947542,9.700327649686493,10.896609545646822,9.455242520608023,10.354282496223922,10.445774077403804,10.331157285681378,10.499546951934162,8.891079771574253,10.316642659265382,10.631874446636767,10.33658363912884,10.075206987968341,9.755935158563194,9.733758529614523,9.519794661617459,9.811951383283537
16,10.465639682486444,10.854955939725349,9.436406551432198,9.652708812910287,10.347884853444514,10.512546882659016,10.168841528878525,9.488613143676536,10.10485961520784,9.66083031703978,10.398978809939553,10.586456618712328,10.613608868857696,10.872466866022421,10.16717103134015,10.633072073125364,10.54887773745079,10.294651322919503
17,9.331534713140215,10.351962622543473,8.973817834025638,9.951191837373036,9.704871789026804,11.264980703689679,9.809376597033651,9.938793820353187,10.732045152680397,10.214121036723357,9.558676668718908,10.46712181685013,10.315101247871542,10.049288337065681,9.61231985216589,9.744904935685717,9.835044862599919,10.744060684357443
18,10.239218917966555,9.916957204121243,9.852189062718928,10.120478564746321,10.436441146841057,10.242224006874158,10.041562174396628,10.247563389033823,10.45747657708711,9.835425443438545,11.258963117131549,9.391833175628374,9.89372815656972,9.63376177214357,9.6435853013445,9.47951295779583,10.350629269046527,9.556739693753727
19,10.486323108664118,9.867451474365831,10.026717067346096,10.476919741157708,9.676175067151027,10.741866059921168,9.49886553317518,9.555808021920386,9.54337915001618,10.20756017061289,10.38599014591402,10.025552083576965,10.6507742555526,9.614429348951433,9.742266785509369,9.342024140365814,10.597382232819422,10.328964608746233
20,10.538859333784751,10.462683183082827,9.985110022824562,10.7904746372196,10.33593182451005,9.75034160601886,10.368261095239792,10.094804203468097,9.713959022268998,11.16041589767595,10.617605530453552,10.128598929610094,10.089787165816972,9.885106578326667,9.385185109448528,9.923714606120862,10.47610239700794,10.713526272115622
21,11.623709439513439,9.953670651663884,9.549962392101586,9.95735100960599,9.976395298041028,9.519206484840135,11.002164503600865,9.499019876756847,9.66383055351122,10.535615061571232,10.191797434643146,9.87486610061939,10.570663562163615,9.385423870764896,10.144428811547895,9.547167696856711,9.4279451179238,9.736349466748166
22,11.074258542548948,9.827699100255147,10.214582142730071,9.207748191385557,10.553656772485994,10.411437783274966,9.948863210169478,10.197968742388186,9.760225528401199,10.277129277055264,10.034330223126506,9.662522163259961,10.777852443445195,10.14134923947119,10.00337831529632,9.86386468018,11.05766461781422,10.859974501155092
23,10.069382270362533,10.936266006970872,9.953881897319135,8.74156236399175,9.733207103736008,11.544055379541014,10.228795382779618,9.642842241295718,11.149401769103518,9.523024771678774,9.158914159408187,10.62850348970046,10.662632585430973,9.439930247830114,9.662640179605706,10.33549037292305,10.41839688215375,9.903170838916306
