timestamp(ms),degrees(IMU[0].GyrX),degrees(IMU[0].GyrY),degrees(IMU[0].GyrZ),sqrt(IMU[0].AccX**2+IMU[0].AccY**2+IMU[0].AccZ**2)
357822.206,0.07155186002980918,-0.01905254102530307,0.030141275398945434,9.831911204856977
357922.206,0.008173398985361563,0.0038653527594011395,0.035542813040537295,9.83430253577098
358022.206,0.0241608440001437,-0.05945717817046679,0.038190766270773016,9.832913155014149
358122.206,0.06431598571829963,-0.02259113389949198,0.03425282063075574,9.832704950071834
358222.206,0.08611546272381675,-0.014719042914058083,0.02869004310934106,9.839190941843
358322.206,0.05919498952603899,-0.038846961588668634,0.04953622813710244,9.839012378628642
358422.206,0.0661454298632685,-0.0018325570014611002,0.04433989973383723,9.835831873701963
358522.206,0.07336399524193257,-0.042555332082195675,0.06561534296111203,9.828105100988536
358622.206,0.017516538320464316,-0.019812274777621496,0.05429666491745738,9.827156989372053
358722.206,0.05710809251402971,0.003677453287683602,0.04177373871516902,9.835272359114148
358822.206,0.0730266344691161,-0.05079363706443692,0.03963972071815515,9.830846066068377
358922.206,0.021880838995054365,-0.02139750288685318,0.027525095232913736,9.827715611670017
359022.206,0.06622274309664498,0.02849721359331161,0.02930319621388335,9.829398883867055
359122.206,0.03567436760027194,-0.0009404361764289206,0.037432071387930775,9.83791097134529
359222.206,0.08359855712503195,-0.006043525627325289,0.043258268188883085,9.834838275898099
359322.206,0.041218385440134446,0.02686593838662375,0.05002768843806116,9.834651285554427
359422.206,0.0486046040084213,-0.0037859055080276447,0.02122432684698142,9.842018091501947
359522.206,0.06864339902261272,-0.024641792209324193,0.014007919248577673,9.837402776804382
359622.206,0.06111167869667988,-0.029936679810646457,0.05142873149252264,9.838981519348783
359722.206,0.024920426007482455,-0.03770255097784102,0.054778326828300486,9.832757451251851
359822.206,0.05112306707765674,-0.014657736274745549,0.02712159032423515,9.833234066262103
359922.206,0.06843757279920391,-0.026826481356855947,-0.010103686006955104,9.832190371929656
360022.206,0.005309431357106951,-0.002240680126856023,0.03610864839185961,9.838484037791146
360122.206,0.046864352560951374,-0.06210702571165748,-0.0016130451734781672,9.832453798876136
360222.206,0.07356822730929125,-0.015387808052357286,0.01803845100404578,9.832511640012692
360322.206,0.06299054167920258,0.0065186904351241534,0.019208621575817233,9.83315670866653
360422.206,0.02832197648975998,-0.011706520702646231,0.072057667735219,9.831085261614314
360522.206,0.0659410710638389,-0.05637608807233628,0.07942558352441993,9.833832135839156
360622.206,0.008345314374633017,-0.01511859911821084,0.0077086466345877855,9.841431657688172
360722.206,0.04327873541833833,0.0020369772909580204,0.04274332910425728,9.83493423597332
360822.206,0.024199103745346656,-0.012806555912084877,0.034335950199177026,9.833129897287048
360922.206,0.06678421286162921,-0.032685935321263966,0.044985489578428677,9.831714779191762
361022.206,0.05192189600632992,0.0067042532842839135,0.013570800325612071,9.836851443546163
361122.206,0.054975328497507144,0.007006525948725175,0.022235323605191662,9.830010378092307
361222.206,0.08650243576734792,-0.06114815085267183,0.08374650681267957,9.838926270267793
361322.206,0.0622168090356281,-0.0409229863230139,0.0317767227588105,9.83780815195649
361422.206,0.060895914010866546,-0.038029583086876664,0.01420448569317232,9.83729636392734
361522.206,0.03649624842563644,-0.0076295041238190605,0.03606652331849327,9.83409622928246
361622.206,0.04291818601159612,-0.053259472973691296,0.024050732173305004,9.837563403368705
361722.206,0.03384880545873893,-0.03293309621012304,0.017717068477330032,9.832775226921587
361822.206,0.07579777127229609,-0.0008579959220842284,0.030260626994271296,9.836747096656486
361922.206,0.044866898375528395,-0.025398844577826093,0.03153529149357928,9.8319674275332
362022.206,0.05867900990440976,0.013919164276981609,0.03718416678191861,9.838069199810976
362122.206,0.02815713141602464,-0.00553095193010231,0.05324796370061813,9.832836209147237
362222.206,0.09977600603091996,-0.009872054799366743,0.04990453821566189,9.835701410570108
362322.206,0.014661766688106582,0.003050687949766143,0.032862706549884754,9.838975467684461
362422.206,0.01093638908416615,-0.04664420227847295,-0.0007227824949037313,9.839726062440409
362522.206,0.09035993989286945,-0.055125412620033606,0.0479796514810645,9.838475140905357
362622.206,0.060077731760940514,-0.05915136701320298,0.010010181917753653,9.833907778990183
362722.206,0.05829331085169688,0.010146897474324214,0.033991449074679984,9.836457607661279
362822.206,0.04200285362413852,-0.026732984771527118,0.033083183667704,9.844726013647886
362922.206,0.06926587360447738,-0.036428706901939584,0.012341731023875764,9.833588537370627
363022.206,0.040093991826404815,-0.027348225620185258,0.006544758888609067,9.840242953453803
363122.206,0.07639131759144366,-0.03263691002014093,0.025117152534693012,9.825233213383868
363222.206,0.03675608919169754,-0.023181270125415175,0.007739132367755519,9.838653923467186
363322.206,0.06151655431275722,-0.020009676653367933,0.0325424145859899,9.824661479352809
363422.206,0.057817378564481624,-0.02325501485047862,0.03345006634293823,9.833391713339239
363522.206,0.023764914667757694,-0.022679459482821403,0.029826432914100587,9.830859109631122
363622.206,0.06969579547983594,-0.030188393048895524,0.01885342326401733,9.841839047535053
363722.206,0.054945166264625735,-0.015500346131343394,0.01082784389917797,9.833878254512998
363822.206,0.03814379869827535,-0.0061173453911149405,0.028217112371174153,9.833182203650036
363922.206,0.057192602795013224,-0.011413963051958126,0.03679437228228198,9.835506628739946
364022.206,0.058236975111113864,-0.03240180535329273,0.0016237800885850447,9.83170247965955
364122.206,0.07549420127165504,0.0037661553152895065,0.04279826078689657,9.833554949668336
364222.206,0.054336575514636935,-0.019213819258252624,0.046791391573695,9.842185161957413
364322.206,0.07784265993784648,-0.035659273143613245,0.010497801069694106,9.841146010513194
364422.206,0.0293678329051123,-0.02709505663064774,0.014948071111610626,9.834184930151826
364522.206,0.028995380688866135,-0.030591454395325856,0.04692619447651086,9.835188545269768
364622.206,0.03892641926208744,-0.025622224860585994,0.06422741334093734,9.83791018697308
364722.206,0.04997944353969069,-0.018641550586803352,-0.008147903327486711,9.840051755321996
364822.206,0.033163875311287117,-0.014057768308161758,0.047814893118746114,9.83614686096636
364922.206,0.08039403665992431,-0.025634597912774188,0.0335221201953711,9.83493139745336
365022.206,0.07287569657263812,-0.005972862909499963,0.03544095380605431,9.838010683403542
365122.206,0.029181793560041115,0.017734600858826888,-0.004865379689603287,9.832038690123536
365222.206,0.021325557423691497,-0.03905346816319507,0.05481354500380112,9.830387319633036
365322.206,0.08619798531231936,-0.01935913091779221,0.028790078069013545,9.835341106037285
365422.206,0.041677302279300055,0.0033955386296627694,0.0327557046613656,9.837491064628027
365522.206,0.08482726457335521,-0.022580945308000082,0.05826589670372195,9.839203593858077
365622.206,0.07725824499791488,-0.045703720245044675,0.06346804811214096,9.839267986593752
365722.206,0.01823448717497522,0.001862903704544442,0.03411929505381268,9.824616797620333
365822.206,0.06776416526504327,-0.0032117848391273584,0.003090865976628265,9.840095396970977
365922.206,0.05761548770538066,-0.022207405863987513,0.04416696715294383,9.848398700520368
366022.206,0.049870834154903426,-0.07389098054340575,0.041473036861396397,9.836281001461991
366122.206,0.030180845820566172,-0.0038576646250192423,0.02427401073690271,9.841019987821078
366222.206,0.03498467499499675,-0.012405735722277314,0.042906643387977964,9.83888261921878
366322.206,0.06376276687814389,-0.06722365965263452,0.034347746286937035,9.834214045989823
366422.206,0.043809162496053614,-0.039164158621989194,0.013391461105027702,9.840686202981773
366522.206,0.010314117940625873,-0.0005719012943522102,0.004755473385498044,9.830787507911117
366622.206,0.067597365849372,-0.017033345619606552,0.058047944222157824,9.834528544594681
366722.206,0.09166768146269023,-0.001148484379897127,0.06548912448857445,9.838618537189049
366822.206,0.0023660715058780625,-0.02456786739131785,0.03697376152868383,9.830111584136938
366922.206,0.048398551001306626,-0.018957240175490733,0.06377839494352229,9.839300274799344
367022.206,0.07042879376776982,-0.05200528237394756,0.04193752657662844,9.833831911733608
367122.206,0.04869596449134406,-0.0250776304713625,0.026335959873738466,9.8318634667429
