timestamp(ms),IMU[0].GyrX,IMU[0].GyrY,IMU[0].GyrZ,sqrt(IMU[0].AccX**2+IMU[0].AccY**2+IMU[0].AccZ**2)
272806.312,0.0000891857998794876,0.00006057812788640149,-0.000013909531844547018,9.822421941376817
272906.312,-0.0001493949384894222,0.0009001592989079654,0.0003604676458053291,9.82215425560659
273006.312,0.0004372884286567569,-0.00014207870117388666,0.0006148811080493033,9.817519291156849
273106.312,0.00042257719906046987,0.00011818613711511716,0.000705735816154629,9.824337634220639
273206.312,0.0008086409652605653,-0.00011384389654267579,-0.0002791403385344893,9.825777307492073
273306.312,-0.0005575557006523013,0.0003247912391088903,0.00025015175924636424,9.824196745896975
273406.312,0.0005080990958958864,0.0004699785786215216,0.0006169683183543384,9.825049303597945
273506.312,-0.00022569471911992878,0.0004510614671744406,0.00012327480362728238,9.823941470339465
273606.312,0.0005924818688072264,-0.00015392723435070366,0.000049511199904372916,9.821564058556474
273706.312,0.000253434875048697,-0.0004943356034345925,0.000044102569518145174,9.818355860075844
273806.312,0.0007121865055523813,-0.0006081786705181003,0.0003238595090806484,9.829915723331508
273906.312,0.000024774457415333018,0.00009396410314366221,-0.00012918180436827242,9.821945849219178
274006.312,-0.00016496084572281688,0.00008755940507398918,-0.00008157621050486341,9.818544385250103
274106.312,0.0009121824405156076,-0.00007972250023158267,0.0003813520015683025,9.830271247056391
274206.312,-0.00008221054304158315,-0.000021080983060528524,-0.0001015047455439344,9.825232619299749
274306.312,0.00001305853311350802,0.0008659838931635022,-0.0003763102286029607,9.831056342922684
274406.312,0.0014892329927533865,-0.00037947401870042086,0.000578139501158148,9.82060171888238
274506.312,-0.00011853023170260713,0.0004600656684488058,0.00040872927638702095,9.823537705095518
274606.312,0.0005295605515129864,-0.0004072581941727549,0.0007086805999279022,9.823300921276406
274706.312,0.0004438662435859442,-0.00018351143808104098,0.000038341368053806946,9.818230770339817
274806.312,0.0005094406078569591,-0.00007302399899344891,0.00046114210272207856,9.820561453126116
274906.312,0.00003362331699463539,0.00009371320629725233,-0.00043597142212092876,9.825444970510334
275006.312,-0.0011031819740310311,0.00001800432801246643,-0.0013712926302105188,9.815667686852702
275106.312,-0.0021104810293763876,-0.0006923348410055041,0.0038807669188827276,9.818526300103784
275206.312,0.0019201884279027581,0.0011073201894760132,0.000526021292898804,9.819660038984331
275306.312,0.0007866228697821498,-0.015426462516188622,-0.0046601975336670876,9.813488926692616
275406.312,-0.014979972504079342,-0.08596928417682648,0.01014629565179348,9.850863271900462
275506.312,0.0044692340306937695,-0.01519497949630022,0.0019939234480261803,9.787334880360756
275606.312,-0.00031958738691173494,-0.002510104328393936,-0.00858653336763382,9.81857381566662
275706.312,0.015034299343824387,-0.0015055211260914803,-0.017835741862654686,9.644914408923707
275806.312,-0.0199551023542881,-0.023007409647107124,-0.013336346484720707,10.03232001039053
275906.312,0.029207760468125343,-0.0008263918571174145,-0.04152250289916992,9.991382149301126
276006.312,-0.03904782980680466,-0.10842860490083694,-0.03837728127837181,10.421609696354743
276106.312,-0.08284169435501099,-0.2740201950073242,-0.1442795693874359,10.893980001125518
276206.312,-0.1528586894273758,-0.4428519010543823,-0.146044060587883,10.604801843206745
276306.312,-0.1934622824192047,-0.4108307361602783,-0.05601444095373154,10.982779154834148
276406.312,-0.1335177719593048,-0.21637795865535736,0.03234883025288582,10.649889688450353
276506.312,-0.11937258392572403,-0.06353825330734253,0.16360804438591003,11.014577308245855
276606.312,-0.09686054289340973,0.15814559161663055,0.2151092290878296,10.941478192912111
276706.312,0.12790727615356445,0.09851275384426117,0.23867516219615936,10.687134700245352
276806.312,0.04425981268286705,0.17932872474193573,0.2434420883655548,10.722889505635415
276906.312,0.11170760542154312,0.058498840779066086,0.2064022272825241,10.679707530057609
277006.312,0.09897754341363907,0.014771952293813229,0.1771048903465271,10.932136134210618
277106.312,0.03530099615454674,-0.023685211315751076,0.12190229445695877,10.668796175802411
277206.312,-0.10443451255559921,-0.03538829833269119,0.07933784276247025,10.639699439218834
277306.312,-0.11706165969371796,0.03298112377524376,0.010879402048885822,10.760902186635906
