timestamp(ms),IMU[0].AccX,IMU[0].AccY,IMU[0].AccZ,sqrt(IMU[0].AccX**2+IMU[0].AccY**2+IMU[0].AccZ**2)
59167.254,0.5503838658332825,0.2724754810333252,-9.869684219360352,9.888773021837677
59267.254,0.5456560850143433,0.2736559808254242,-9.865066528320312,9.8839347310239
59367.254,0.5523487329483032,0.2701904773712158,-9.858108520507812,9.877266606655933
59467.254,0.5445241928100586,0.2633090913295746,-9.86853313446045,9.88705135518553
59567.254,0.5503106117248535,0.2688915431499481,-9.863183975219727,9.882183086767101
59667.254,0.5551828742027283,0.27218300104141235,-9.861893653869629,9.881257918407856
59767.254,0.5451599359512329,0.2682131826877594,-9.87130355834961,9.889983397772694
59867.254,0.5400974750518799,0.26989781856536865,-9.863024711608887,9.881488075023483
59967.254,0.5462576150894165,0.27000248432159424,-9.872806549072266,9.891592787766145
60067.254,0.5479868054389954,0.27569079399108887,-9.866697311401367,9.885747861828241
60167.254,0.5535355806350708,0.2722039818763733,-9.870412826538086,9.889668650317153
60267.254,0.5487253665924072,0.2668721675872803,-9.864834785461426,9.883687855564059
60367.254,0.5492514371871948,0.27231258153915405,-9.867003440856934,9.886029950652551
60467.254,0.5326703190803528,0.268135666847229,-9.870190620422363,9.888189788234163
60567.254,0.5563550591468811,0.2711634337902069,-9.874409675598145,9.893787293105177
60667.254,0.5462058782577515,0.262219101190567,-9.877046585083008,9.895612611777628
60767.254,0.5367923378944397,0.278809130191803,-9.867172241210938,9.885695149195334
60867.254,0.5529593825340271,0.2633212208747864,-9.868892669677734,9.887878673897365
60967.254,0.5500687956809998,0.26263493299484253,-9.86978530883789,9.888590133611737
61067.254,0.5522564053535461,0.26984816789627075,-9.864419937133789,9.883551278113226
61167.254,0.5492481589317322,0.27606651186943054,-9.868502616882324,9.8876301588641
61267.254,0.5557820796966553,0.2674720287322998,-9.860700607299805,9.879972240500924
61367.254,0.5517606139183044,0.2689792811870575,-9.866828918457031,9.885904234559394
61467.254,0.5517719388008118,0.2695259153842926,-9.868054389953613,9.88714286002759
61567.254,0.5504260659217834,0.2676723599433899,-9.877361297607422,9.89630656102552
61667.254,0.5379137396812439,0.2692934572696686,-9.871085166931152,9.889397986241343
61767.254,0.544613778591156,0.27078232169151306,-9.881927490234375,9.900627159721845
61867.254,0.5462536215782166,0.26510801911354065,-9.872806549072266,9.891460177157356
61967.254,0.5446727871894836,0.2626912295818329,-9.875091552734375,9.893589252747953
62067.254,0.545324981212616,0.2621777057647705,-9.86981201171875,9.888341905051742
62167.254,0.5488065481185913,0.2707119882106781,-9.871150970458984,9.890100863459997
62267.254,0.5510854125022888,0.2705073356628418,-9.865402221679688,9.884484323728918
62367.254,0.5464805960655212,0.2672273814678192,-9.86571216583252,9.884448798710935
62467.254,0.5467767715454102,0.2615939974784851,-9.868268966674805,9.886866473056841
62567.254,0.5558284521102905,0.27150750160217285,-9.867514610290527,9.886885565024944
62667.254,0.5651730298995972,0.2688017189502716,-9.866408348083496,9.88623733323089
62767.254,0.551232099533081,0.2636796236038208,-9.858651161193848,9.877569867612594
62867.254,0.5356717109680176,0.27908948063850403,-9.869282722473145,9.887748812355692
62967.254,0.552028238773346,0.2661684453487396,-9.863730430603027,9.882750569821479
63067.254,0.5526733994483948,0.27315619587898254,-9.86339282989502,9.882640351172828
63167.254,0.537419319152832,0.27027493715286255,-9.86400318145752,9.882329018508528
63267.254,0.547076940536499,0.26437851786613464,-9.869661331176758,9.888346877597977
63367.254,0.5509872436523438,0.27918723225593567,-9.856185913085938,9.875521920720749
