timestamp(ms),IMU[0].AccX,IMU[0].AccY,IMU[0].AccZ,sqrt(IMU[0].AccX**2+IMU[0].AccY**2+IMU[0].AccZ**2)
53513.184,-0.6362597942352295,0.13770036399364471,-9.853594779968262,9.875075594840883
53613.184,-0.6371647715568542,0.14496706426143646,-9.838469505310059,9.860145871271358
53713.184,-0.6438764929771423,0.15113116800785065,-9.850327491760254,9.872505723628617
53813.184,-0.6411019563674927,0.13810330629348755,-9.847488403320312,9.869301499862868
53913.184,-0.6414953470230103,0.1476612389087677,-9.839919090270996,9.861912990125589
54013.184,-0.6426998376846313,0.14199388027191162,-9.844157218933105,9.866136867815452
54113.184,-0.6464812755584717,0.13732700049877167,-9.846161842346191,9.8683179808105
54213.184,-0.6429213285446167,0.14253801107406616,-9.845266342163086,9.867265794911367
54313.184,-0.6475358009338379,0.14428108930587769,-9.84131908416748,9.863654543961957
54413.184,-0.6320639848709106,0.14140479266643524,-9.83900260925293,9.860297791712272
54513.184,-0.6465171575546265,0.13419364392757416,-9.837760925292969,9.859895151182098
54613.184,-0.6400855779647827,0.1391810178756714,-9.84224796295166,9.864021789669847
54713.184,-0.6382384896278381,0.13594800233840942,-9.842212677001953,9.863821805381532
54813.184,-0.6305826902389526,0.13653478026390076,-9.846342086791992,9.867458070120287
54913.184,-0.6313936710357666,0.14680719375610352,-9.845362663269043,9.866680104840466
55013.184,-0.642680287361145,0.13460922241210938,-9.84910774230957,9.870971629689922
55113.184,-0.6411275267601013,0.13781467080116272,-9.84082317352295,9.86264863622363
55213.184,-0.637590229511261,0.14037597179412842,-9.84243106842041,9.864059815858413
55313.184,-0.6350650787353516,0.15108351409435272,-9.839835166931152,9.861464901059845
55413.184,-0.6419471502304077,0.14208832383155823,-9.843971252441406,9.865903671451036
55513.184,-0.6364622116088867,0.1468237340450287,-9.846855163574219,9.868495223087118
55613.184,-0.6377950310707092,0.14199472963809967,-9.848331451416016,9.869983656615313
55713.184,-0.6307235956192017,0.14162927865982056,-9.84321403503418,9.864417552300711
55813.184,-0.6363117098808289,0.1343695968389511,-9.848196983337402,9.869646984735677
55913.184,-0.6375504732131958,0.14205008745193481,-9.842727661132812,9.864377154411143
56013.184,-0.643361508846283,0.13972797989845276,-9.840951919555664,9.862949488993532
56113.184,-0.640643298625946,0.14247910678386688,-9.84634017944336,9.8681882360069
56213.184,-0.6393821239471436,0.13780009746551514,-9.846078872680664,9.867779260519217
56313.184,-0.6391422748565674,0.14380107820034027,-9.847783088684082,9.869549805303816
56413.184,-0.6390251517295837,0.14844103157520294,-9.844095230102539,9.865931217261029
56513.184,-0.6430820226669312,0.1393871158361435,-9.843534469604492,9.865503236542487
56613.184,-0.6362762451171875,0.13655179738998413,-9.844346046447754,9.8658320954536
56713.184,-0.6333884596824646,0.14335499703884125,-9.837753295898438,9.859164341210441
56813.184,-0.640035092830658,0.14924165606498718,-9.841800689697266,9.863719319186112
56913.184,-0.6386091709136963,0.14604797959327698,-9.835260391235352,9.857053243689075
57013.184,-0.6366927623748779,0.14600783586502075,-9.84168815612793,9.863342320139928
57113.184,-0.6472030282020569,0.15045996010303497,-9.845898628234863,9.868294166510506
57213.184,-0.6333468556404114,0.13756538927555084,-9.845196723937988,9.8665065250531
57313.184,-0.6442903876304626,0.14042453467845917,-9.835575103759766,9.85765523718656
57413.184,-0.6428784132003784,0.1401514858007431,-9.840523719787598,9.862496751473914
57513.184,-0.6386733651161194,0.14003324508666992,-9.844452857971191,9.866142359091288
57613.184,-0.6445143222808838,0.13399189710617065,-9.840893745422363,9.86288711528264
57713.184,-0.6380728483200073,0.14338679611682892,-9.837716102600098,9.859429742557179
57813.184,-0.6488057971000671,0.13571356236934662,-9.838578224182129,9.86088173576341
57913.184,-0.6348586082458496,0.14543651044368744,-9.841192245483398,9.8627208235657
58013.184,-0.6425126194953918,0.13963136076927185,-9.847556114196777,9.869482296725367
58113.184,-0.6434115171432495,0.14926378428936005,-9.84570598602295,9.867835852956873
58213.184,-0.6389992237091064,0.1437900811433792,-9.84331226348877,9.865079417413956
58313.184,-0.645050585269928,0.13478980958461761,-9.845237731933594,9.867267329337636
58413.184,-0.6297257542610168,0.13063892722129822,-9.838586807250977,9.859584748796376
58513.184,-0.6306679844856262,0.1478659212589264,-9.8451566696167,9.866443953452688
58613.184,-0.6348689794540405,0.14285717904567719,-9.844344139099121,9.865828820919868
58713.184,-0.6413796544075012,0.13876500725746155,-9.850278854370117,9.87211310192393
58813.184,-0.6381222009658813,0.1459660828113556,-9.83533763885498,9.857097570328413
58913.184,-0.6348164677619934,0.1459299474954605,-9.83949089050293,9.861027759904541
59013.184,-0.6372392773628235,0.1447898894548416,-9.839996337890625,9.861671559041254
59113.184,-0.6377028226852417,0.14369016885757446,-9.848222732543945,9.869893755480977
59213.184,-0.6416699886322021,0.1437719762325287,-9.838406562805176,9.860357724266855
59313.184,-0.6476953029632568,0.14896924793720245,-9.840801239013672,9.863218038149855
59413.184,-0.6490342020988464,0.15519779920578003,-9.83961009979248,9.862213679915406
59513.184,-0.6322068572044373,0.1418953239917755,-9.846487998962402,9.867783221523345
59613.184,-0.6349216103553772,0.14066451787948608,-9.840703010559082,9.862167495024261
59713.184,-0.6319559216499329,0.1426999270915985,-9.841498374938965,9.862799897596354
59813.184,-0.6465813517570496,0.1382146179676056,-9.843544960021973,9.865725928943794
59913.184,-0.6424054503440857,0.14591355621814728,-9.846030235290527,9.868043723189276
60013.184,-0.6373752355575562,0.1488759070634842,-9.836909294128418,9.858660947994716
60113.184,-0.6445951461791992,0.13369984924793243,-9.846832275390625,9.868813728703223
60213.184,-0.6390439867973328,0.138227179646492,-9.847474098205566,9.86915548996389
60313.184,-0.6360583901405334,0.14217139780521393,-9.838875770568848,9.860439108412404
60413.184,-0.6418848037719727,0.14708566665649414,-9.8414888381958,9.863495974905739
60513.184,-0.6379720568656921,0.1463788002729416,-9.840333938598633,9.862079249410181
60613.184,-0.6385829448699951,0.140373095870018,-9.841425895690918,9.863121029567607
60713.184,-0.6424119472503662,0.13916060328483582,-9.843029022216797,9.864952058458204
60813.184,-0.6343235969543457,0.1457263082265854,-9.839853286743164,9.861354637532955
60913.184,-0.640302300453186,0.14044189453125,-9.842044830322266,9.863851043267958
61013.184,-0.6468713283538818,0.1428053379058838,-9.85438346862793,9.876624394333732
61113.184,-0.6391684412956238,0.14089511334896088,-9.841766357421875,9.863506109056502
61213.184,-0.6340063214302063,0.13653446733951569,-9.842398643493652,9.86374253180966
61313.184,-0.6417609453201294,0.13945272564888,-9.85139274597168,9.87325899635032
